"...1","Hours_Studied","Attendance","Parental_Involvement","Access_to_Resources","Extracurricular_Activities","Sleep_Hours","Previous_Scores","Motivation_Level","Internet_Access","Tutoring_Sessions","Family_Income","Teacher_Quality","School_Type","Peer_Influence","Physical_Activity","Learning_Disabilities","Parental_Education_Level","Distance_from_Home","Gender","Exam_Score","Hours_Studied_imp","Attendance_imp","Parental_Involvement_imp","Access_to_Resources_imp","Extracurricular_Activities_imp","Sleep_Hours_imp","Previous_Scores_imp","Motivation_Level_imp","Internet_Access_imp","Tutoring_Sessions_imp","Family_Income_imp","Teacher_Quality_imp","School_Type_imp","Peer_Influence_imp","Physical_Activity_imp","Learning_Disabilities_imp","Parental_Education_Level_imp","Distance_from_Home_imp","Gender_imp","Exam_Score_imp","grupa1","grupa2"
911,18,71,"Low","Low","Yes",7,61,"Low","Yes",2,"Low","Medium","Public","Negative",4,"No","College","Near","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"16-23","3.0"
912,21,80,"Medium","High","No",5,65,"High","Yes",2,"Medium","Low","Private","Neutral",1,"No","Postgraduate","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
913,21,94,"High","Medium","Yes",8,100,"Low","Yes",0,"Low","Medium","Public","Neutral",3,"No","Postgraduate","Near","Male",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
914,29,80,"Medium","Medium","Yes",6,71,"Medium","Yes",0,"Medium","Medium","Public","Positive",3,"No","College","Moderate","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
915,19,90,"High","Medium","Yes",5,85,"High","Yes",0,"Medium","High","Private","Positive",5,"No","Postgraduate","Near","Female",73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
916,22,66,"Medium","High","No",8,95,"Low","Yes",3,"Medium","Medium","Private","Positive",3,"No","High School","Moderate","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
917,24,70,"Medium","High","No",5,62,"Medium","Yes",2,"Low","Medium","Private","Negative",4,"Yes","College","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.0"
918,21,89,"Medium","Medium","No",4,57,"Medium","Yes",1,"High","Medium","Private","Positive",2,"No","High School","Near","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
919,17,67,"Low","High","Yes",9,62,"High","Yes",3,"Medium","Medium","Public","Positive",3,"No","High School","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
920,21,74,"High","Medium","No",6,94,"Medium","Yes",1,"Low","High","Public","Positive",1,"No","High School","Near","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"16-23","3.5"
921,26,71,"High","Low","Yes",4,83,"Low","Yes",1,"Medium","Medium","Public","Negative",3,"No","College","Moderate","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
922,14,74,"High","High","Yes",6,73,"High","Yes",2,"Medium","Medium","Private","Neutral",3,"No","High School","Near","Female",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
923,21,88,"High","Medium","No",6,91,"Medium","Yes",2,"High","Medium","Public","Neutral",1,"No","High School","Moderate","Female",70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
924,16,75,"High","Medium","Yes",9,62,"Medium","Yes",3,"Low","Medium","Public","Positive",4,"No","High School","Moderate","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"16-23","3.0"
925,27,82,"Medium","High","Yes",5,62,"Low","Yes",1,"Low","High","Private","Neutral",4,"No","High School","Moderate","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
926,11,64,"High","Medium","Yes",5,78,"Low","Yes",2,"Low","High","Private","Neutral",4,"No","College","Moderate","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
927,17,92,"Medium","Low","Yes",8,90,"High","Yes",1,"High","Low","Public","Negative",3,"No","High School","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
928,22,75,"Medium","High","Yes",6,63,"Low","Yes",1,"Low","Medium","Public","Positive",2,"No","College","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
929,29,86,"Medium","Medium","Yes",8,61,"Medium","Yes",0,"Medium","Medium","Public","Negative",4,"No","High School","Far","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
930,20,89,"High","Medium","Yes",6,74,"Medium","Yes",1,"Low","High","Private","Neutral",2,"No","High School","Moderate","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
931,17,68,"Medium","Medium","Yes",8,57,"Medium","Yes",1,"High","Medium","Private","Positive",1,"Yes","High School","Moderate","Female",62,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
932,18,95,"High","Medium","Yes",6,87,"Medium","Yes",2,"Low","Medium","Public","Neutral",3,"No","Postgraduate","Moderate","Male",75,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
933,11,85,"Medium","Medium","No",7,79,"Low","Yes",2,"High","Low","Public","Positive",3,"No","High School","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
934,7,77,"High","Medium","No",9,76,"Medium","Yes",2,"Medium","High","Public","Negative",3,"No","College","Moderate","Male",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
935,23,67,"High","Medium","No",6,94,"Low","Yes",1,"Medium","Medium","Public","Positive",2,"No","College","Far","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
936,17,98,"Low","High","No",6,87,"High","No",3,"Medium","Medium","Private","Positive",5,"No","College","Near","Female",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
937,14,90,"High","Medium","Yes",8,57,"Medium","Yes",0,"Medium","Medium","Public","Positive",3,"Yes","College","Moderate","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
938,24,68,"Medium","Medium","No",9,71,"Medium","Yes",2,"Medium","Medium","Public","Neutral",4,"No","College","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"powyżej 23","3.5"
939,21,74,"Medium","High","No",6,66,"Low","Yes",1,"Medium","High","Private","Negative",4,"No","High School","Near","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
940,17,92,"High","High","Yes",9,90,"Medium","Yes",1,"High","Low","Public","Positive",3,"No","High School","Moderate","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"16-23","4.0"
941,12,88,"Medium","Medium","Yes",7,86,"High","Yes",3,"Medium","High","Public","Positive",3,"Yes","High School","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.5"
942,25,91,"Medium","Medium","No",8,74,"High","Yes",1,"Medium","High","Private","Positive",3,"No","College","Moderate","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","4.0"
943,24,78,"Medium","Medium","Yes",9,91,"Low","Yes",0,"High","High","Public","Negative",3,"No","Postgraduate","Far","Female",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
944,19,89,"Low","Medium","No",8,71,"Medium","Yes",2,"Low","High","Public","Positive",4,"No","High School","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
945,21,75,"Medium","Medium","No",7,90,"Low","Yes",2,"Medium","High","Public","Neutral",2,"Yes","High School","Moderate","Male",68,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
946,14,68,"Medium","Medium","Yes",6,52,"Medium","Yes",2,"Low","Medium","Public","Positive",2,"No","College","Near","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
947,11,85,"High","Low","Yes",10,57,"High","Yes",0,"Medium","High","Public","Neutral",5,"No","High School","Near","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
948,16,99,"Low","High","No",5,88,"High","Yes",2,"Low","Low","Public","Neutral",3,"No","Postgraduate","Near","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
949,20,72,"Medium","High","Yes",7,56,"Low","Yes",0,"Low","Medium","Public","Negative",6,"Yes","College","Moderate","Male",63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
950,21,78,"High","Medium","No",8,84,"Low","Yes",1,"High","Low","Public","Positive",4,"No","High School","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
951,19,87,"High","Low","Yes",8,86,"Low","Yes",1,"Medium","High","Public","Positive",4,"No","High School","Moderate","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
952,22,82,"High","High","No",10,83,"Medium","Yes",1,"Low","High","Private","Neutral",2,"Yes","College","Moderate","Male",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
953,12,94,"Medium","High","Yes",7,91,"Low","Yes",3,"Medium","Medium","Private","Positive",3,"No","Postgraduate","Near","Female",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","4.0"
954,29,90,"Medium","High","No",7,76,"Medium","Yes",0,"Low","Medium","Public","Neutral",1,"No","Postgraduate","Moderate","Female",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","4.0"
955,20,62,"Medium","Medium","Yes",9,95,"Low","Yes",0,"Medium","Medium","Private","Neutral",3,"Yes","High School","Near","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
956,27,100,"Low","Low","Yes",7,78,"Low","Yes",2,"Medium","Medium","Public","Negative",2,"No","High School","Near","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"powyżej 23","3.5"
957,22,90,"High","High","No",6,75,"High","Yes",1,"Low","Low","Private","Neutral",3,"No","College","Moderate","Male",70,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
958,23,95,"Medium","Medium","Yes",7,75,"Medium","Yes",2,"Low","Medium","Public","Positive",2,"No","College","Near","Male",73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
959,23,86,"Medium","High","Yes",8,96,"Low","Yes",3,"Medium","Medium","Private","Positive",2,"No","High School","Moderate","Female",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
960,23,94,"Medium","Low","Yes",8,62,"Medium","Yes",2,"Low","Medium","Public","Positive",0,"No","Postgraduate","Moderate","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
961,24,64,"Medium","High","Yes",6,85,"High","Yes",0,"High","Low","Private","Neutral",3,"Yes","Postgraduate","Near","Male",66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"powyżej 23","3.5"
962,28,74,"Medium","Low","Yes",4,62,"Medium","Yes",1,"Low","Medium","Private","Neutral",3,"No","High School","Moderate","Male",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.0"
963,21,95,"High","Medium","No",4,55,"Medium","Yes",2,"Medium","High","Private","Neutral",1,"No","College","Near","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
964,24,68,"Medium","Medium","Yes",7,98,"High","Yes",2,"Medium","High","Public","Negative",2,"No","High School","Near","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
965,19,63,"Medium","High","Yes",7,56,"Medium","Yes",2,"Low","Medium","Private","Positive",3,"No","High School","Near","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
966,29,92,"Low","Low","Yes",4,84,"Medium","Yes",2,"Low","Medium","Public","Negative",3,"No","Postgraduate","Near","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","4.0"
967,16,93,"Low","Medium","No",7,71,"Medium","Yes",0,"Medium","High","Public","Positive",2,"No","High School","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
968,18,67,"Medium","Low","No",7,92,"High","Yes",2,"Medium","Medium","Public","Negative",3,"No","High School","Far","Female",74,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"16-23","4.0"
969,20,94,"Low","High","Yes",8,89,"Medium","Yes",1,"Low","Medium","Public","Positive",4,"No","High School","Near","Male",71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","4.0"
970,11,87,"Low","Medium","No",8,57,"High","Yes",0,"Low","Medium","Public","Negative",2,"No","High School","Moderate","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
971,21,81,"High","Medium","No",8,73,"Medium","Yes",3,"Low","Medium","Public","Positive",2,"Yes","High School","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
972,16,93,"Medium","Low","Yes",8,51,"Medium","Yes",3,"Low","Medium","Public","Neutral",2,"No","College","Near","Male",67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
973,25,77,"Low","Medium","Yes",8,71,"Medium","Yes",0,"Medium","Medium","Public","Negative",3,"No","High School","Near","Female",66,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
974,16,68,"Low","Medium","Yes",7,85,"High","Yes",1,"Low","High","Private","Positive",3,"No","Postgraduate","Moderate","Female",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"16-23","4.0"
975,17,71,"Low","Medium","Yes",6,62,"Medium","Yes",2,"High","Medium","Public","Neutral",3,"Yes","College","Near","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
976,9,80,"Medium","High","No",7,91,"Low","Yes",1,"Medium","Medium","Public","Neutral",3,"No","College","Near","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
977,17,81,"Medium","Low","Yes",5,53,"Low","Yes",0,"Low","Medium","Public","Neutral",1,"No","College","Near","Male",73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"16-23","4.0"
978,5,92,"Medium","Medium","Yes",9,52,"Medium","Yes",2,"High","Medium","Private","Neutral",4,"Yes","College","Moderate","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
979,10,92,"Low","High","Yes",6,51,"Low","Yes",1,"Medium","Medium","Private","Neutral",3,"No","High School","Near","Female",65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
980,25,83,"Medium","High","No",7,64,"Medium","Yes",0,"Low","Medium","Public","Neutral",2,"No","College","Moderate","Male",68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","3.5"
981,25,91,"Medium","High","Yes",7,73,"Medium","Yes",2,"Low","Medium","Public","Positive",3,"No","High School","Near","Female",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","4.0"
982,23,68,"Medium","Medium","Yes",9,55,"Medium","Yes",0,"Low","Medium","Public","Positive",3,"No","College","Moderate","Male",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
983,14,62,"High","Medium","No",4,100,"Low","Yes",1,"Low","Medium","Public","Neutral",3,"No","High School","Near","Male",62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
984,20,95,"Medium","Low","Yes",7,100,"Low","No",3,"Low","Medium","Private","Neutral",2,"No","High School","Near","Female",69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.5"
985,20,63,"Low","Low","Yes",8,76,"Medium","Yes",3,"Medium","Medium","Public","Neutral",4,"No","Postgraduate","Near","Female",64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"16-23","3.0"
986,13,70,"High","Medium","No",10,78,"Medium","Yes",1,"Low","Medium","Public","Negative",2,"No","High School","Far","Female",61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"poniżej 16","3.0"
987,29,88,"Medium","High","No",7,96,"Low","Yes",2,"Low","Low","Public","Positive",2,"No","High School","Near","Female",72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"powyżej 23","4.0"
